has_coal,id,name,number,parliament_id,region_id
,30575,Jena – Sömmerda – Weimarer Land I,191,6,2822542
,30579,Herford,103,6,2861876
,30571,Ulm,195,6,2953481
,30580,Herford-Minden-Lübbecke I,103,6,2861876
,30546,Pforzheim,183,6,2953481
,30577,München-Nord,218,6,2951839
,30558,Neustadt - Speyer,211,6,2847618
,30559,Neustadt - Speyer,210,6,2847618
,30643,Wismar - Nordwestmecklenburg - Parchim,12,6,2872567
,30582,Berlin-Tiergarten - Wedding - Nord-Charlottenburg,250,6,2950157
,30661,Delmenhorst - Wesermarsch - Oldenburg-Land,29,6,2862926
,30646,Hamburg-Mitte,19,6,2911297
,30632,Oberhausen - Wesel III,118,6,2861876
,30618,Heinsberg,90,6,2861876
,30589,Rottal-Inn,216,6,2951839
,30590,Rottal-Inn,231,6,2951839
,30623,Nienburg II - Schaumburg,41,6,2862926
,30630,Weiden,236,6,2951839
,30635,Gifhorn - Peine,46,6,2862926
,30650,Oberhavel - Havelland II,58,6,2945356
,30597,Nürnberg-Nord,245,6,2951839
,30594,"Segeberg,Stormarn-Nord",8,6,2838632
,30660,Freising,215,6,2951839
,30600,Starnberg,225,6,2951839
,30684,Unna I,145,6,2861876
,30606,Backnang – Schwäbisch Gmünd,269,6,2953481
,30608,Erzgebirgskreis I,165,6,2842566
,30620,Waldshut,288,6,2953481
,30686,Heilbronn,267,6,2953481
,30607,Annaberg - Aue-Schwarzenberg,166,6,2842566
,30584,Odenwald,144,6,2905330
,30610,München-Nord,219,6,2951839
,30621,Berlin-Reinickendorf,78,6,2950157
,30662,Berlin-Marzahn - Hellersdorf,86,6,2950157
,30626,Leipzig I,153,6,2842566
,30611,Märkisch-Oderland - Barnim II,59,6,2945356
,30625,Karlsruhe-Land,272,6,2953481
,30619,Waldshut,289,6,2953481
,30651,Oberhavel - Havelland II,59,6,2945356
,30596,Pinneberg,7,6,2838632
,30629,Hof,239,6,2951839
,30627,Mettmann I,105,6,2861876
,30624,Karlsruhe-Land,273,6,2953481
,30604,Backnang - Schwäbisch Gmünd,269,6,2953481
,30605,Backnang-Schwäbisch Gmünd,269,6,2953481
,30609,Erzgebirgskreis I,164,6,2842566
,30628,Hof,240,6,2951839
,30599,Rhein-Sieg-Kreis I,98,6,2861876
,30636,Gifhorn – Peine,45,6,2862926
,30631,Soltau-Fallingbostel - Winsen L.,36,6,2862926
,30613,Hildesheim,48,6,2862926
,30633,Wetterau,178,6,2905330
,30638,Kaiserslautern,211,6,2847618
,30637,Kaiserslautern,212,6,2847618
,30640,Kaiserslautern,209,6,2847618
,30588,Darmstadt,143,6,2905330
,30591,Rottal-Inn,230,6,2951839
,30639,Kaiserslautern,210,6,2847618
,30507,Heidelberg,178,6,2953481
,30641,Schwandorf,235,6,2951839
,30649,Stade I - Rotenburg II,31,6,2862926
,30666,Hagen - Ennepe-Ruhr-Kreis I,139,6,2861876
,30495,Oranienburg - Nauen,273,6,2945356
,30614,Hildesheim,49,6,2862926
,30647,Hamburg-Mitte,18,6,2911297
,30648,Börde,70,6,2842565
,30615,Essen III,121,6,2861876
,30655,Burgenland,74,6,2842565
,30652,Leverkusen - Köln IV,102,6,2861876
,30472,Bottrop - Recklinghausen III,126,6,2861876
,30653,Stuttgart II,260,6,2953481
,30658,Mannheim,276,6,2953481
,30659,Freising,216,6,2951839
,30667,Hagen - Ennepe-Ruhr-Kreis I,138,6,2861876
,30663,Berlin-Marzahn-Hellersdorf,85,6,2950157
,30668,Hagen – Ennepe-Ruhr-Kreis I,138,6,2861876
,30671,Werra-Meißner - Hersfeld-Rotenburg,169,6,2905330
,30672,Werra-Meißner – Hersfeld-Rotenburg,169,6,2905330
,30586,Frankfurt am Main II,184,6,2905330
,30583,Berlin-Mitte,76,6,2950157
,30701,Bielefeld,133,6,2861876
,30765,Ansbach,242,6,2951839
,30777,Bruchsal - Schwetzingen,278,6,2953481
,30673,Pirmasens,213,6,2847618
,30778,Bruchsal-Schwetzingen,278,6,2953481
,30779,Bruchsal – Schwetzingen,278,6,2953481
,30776,Bruchsal - Schwetzingen,279,6,2953481
,30698,Emmendingen-Lahr,283,6,2953481
,30703,Tübingen,290,6,2953481
,30695,Lüchow-Dannenberg - Lüneburg,37,6,2862926
,30665,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,61,6,2945356
,30593,Hagen,108,6,2861876
,30697,Emmendingen - Lahr,283,6,2953481
,30669,Werra-Meißner - Hersfeld,171,6,2905330
,30674,Pirmasens,212,6,2847618
,30699,Emmendingen – Lahr,283,6,2953481
,30705,Rheingau-Taunus - Limburg,178,6,2905330
,30767,Mainz,206,6,2847618
,30676,Pirmasens,210,6,2847618
,30678,Erfurt,194,6,2822542
,30675,Pirmasens,211,6,2847618
,30680,Gera - Saale-Holzland-Kreis,196,6,2822542
,30677,Mansfelder Land,75,6,2842565
,30681,Hamburg-Altona,20,6,2911297
,30692,Dresden II - Bautzen II,160,6,2842566
,30693,Dresden II – Bautzen II,160,6,2842566
,30682,Brandb.-a.d. Havel - Potsd.-Mittelm. I-Hav. III-Teltow-Flä.I,60,6,2945356
,30685,Heilbronn,268,6,2953481
,30687,Rotenburg - Verden,35,6,2862926
,30688,München-West/Mitte,222,6,2951839
,30691,Dresden II - Bautzen II,161,6,2842566
,30689,München-West/Mitte,221,6,2951839
,30595,Glauchau-Rochlitz-Hohenstein-Ernstthal-Hainichen,322,6,2842566
,30690,Dresden II - Meißen I,161,6,2842566
,30700,Stuttgart I,259,6,2953481
,30694,Gießen,175,6,2905330
,30768,Rotenburg I - Soltau-Fallingbostel,36,6,2862926
,30696,Emmendingen - Lahr,284,6,2953481
,30713,Mettmann II,106,6,2861876
,30612,Siegen-Wittgenstein,149,6,2861876
,30664,Duisburg II,117,6,2861876
,30775,Kulmbach,240,6,2951839
,30702,Tübingen,291,6,2953481
,30706,Rheingau-Taunus -Limburg,178,6,2905330
,30707,Rheingau-Taunus – Limburg,178,6,2905330
,30804,Diepholz - Nienburg I,34,6,2862926
,30712,Braunschweig,51,6,2862926
,30714,Bonn,97,6,2861876
,30709,Anhalt,71,6,2842565
,30710,Elbe-Havel-Gebiet,67,6,2842565
,30711,Braunschweig,50,6,2862926
,30716,Hameln-Pyrmont - Holzminden,47,6,2862926
,30718,Neuwied,200,6,2847618
,30715,Bonn,96,6,2861876
,30719,Neuwied,199,6,2847618
,30721,Marburg,172,6,2905330
,30724,Reutlingen,289,6,2953481
,30720,Marburg,173,6,2905330
,30725,Bremen II - Bremerhaven,55,6,2944387
,30722,Marburg,171,6,2905330
,30723,Reutlingen,290,6,2953481
,30728,Mittelsachsen,162,6,2842566
,30730,Berlin-Steglitz - Zehlendorf,80,6,2950157
,30727,Freiberg - Mittlerer Erzgebirgskreis,162,6,2842566
,30734,Herne - Bochum II,142,6,2861876
,30729,Mittelsachsen,161,6,2842566
,30735,Gießen,174,6,2905330
,30732,Böblingen,261,6,2953481
,30755,Koblenz,202,6,2847618
,30737,Dortmund I,143,6,2861876
,30739,Unterems,26,6,2862926
,30736,Gießen,173,6,2905330
,30742,Weilheim,226,6,2951839
,30738,Dortmund I,142,6,2861876
,30756,Koblenz,201,6,2847618
,30743,Köln I,94,6,2861876
,30740,Unterems,25,6,2862926
,30741,Weilheim,227,6,2951839
,30802,Homburg,299,6,2842635
,30733,Böblingen,260,6,2953481
,30747,Friesland - Wilhelmshaven,27,6,2862926
,30748,Friesland - Wilhelmshaven - Wittmund,26,6,2862926
,30749,Cuxhaven - Stade II,30,6,2862926
,30750,Cuxhaven - Stade II,29,6,2862926
,30753,Oberbergischer Kreis,99,6,2861876
,30751,Cuxhaven – Stade II,29,6,2862926
,30752,Oberbergischer Kreis,100,6,2861876
,30803,Wiesbaden,179,6,2905330
,30644,Fulda,176,6,2905330
,30761,Neckar-Zaber,266,6,2953481
,30762,Südpfalz,214,6,2847618
,30670,Werra-Meißner - Hersfeld-Rotenburg,170,6,2905330
,30757,Koblenz,200,6,2847618
,30758,München-Süd,221,6,2951839
,30759,München-Süd,220,6,2951839
,30763,Südpfalz,213,6,2847618
,30760,Neckar-Zaber,267,6,2953481
,30801,Kreuznach,202,6,2847618
,30754,Erftkreis I,92,6,2861876
,30781,Hochtaunus,176,6,2905330
,30782,Mainz,208,6,2847618
,30780,Hochtaunus,177,6,2905330
,30783,Mainz,207,6,2847618
,30786,Nürtingen,262,6,2953481
,30787,Höxter - Lippe II,137,6,2861876
,30785,Nürtingen,263,6,2953481
,30790,Vogtlandkreis,167,6,2842566
,30794,Greiz - Altenburger Land,197,6,2822542
,30744,Köln I,93,6,2861876
,30788,Gotha - Ilm-Kreis,193,6,2822542
,30789,Vogtland - Plauen,168,6,2842566
,30792,Bernburg - Bitterfeld - Saalkreis,72,6,2842565
,30746,Krefeld II - Wesel II,114,6,2861876
,30894,Rotenburg I – Heidekreis,35,6,2862926
,30903,Salzgitter - Wolfenbüttel,50,6,2862926
,30859,Viersen,112,6,2861876
,30791,Vogtlandkreis,166,6,2842566
,30858,Berlin-Spandau – Charlottenburg Nord,78,6,2950157
,30854,Cottbus - Spree-Neiße,64,6,2945356
,30798,Schwarzwald-Baar,286,6,2953481
,30799,Hamburg-Wandsbek,23,6,2911297
,30907,Groß-Gerau,184,6,2905330
,30795,Trier,205,6,2847618
,30856,Soest,147,6,2861876
,30796,Trier,204,6,2847618
,30800,Kreuznach,203,6,2847618
,30797,Schwarzwald-Baar,287,6,2953481
,30806,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II,191,6,2822542
,30808,Görlitz,158,6,2842566
,30811,Pforzheim,279,6,2953481
,30807,Löbau-Zittau - Görlitz - Niesky,157,6,2842566
,30812,Mönchengladbach,110,6,2861876
,30810,Pforzheim,280,6,2953481
,30816,Odenwald,187,6,2905330
,30838,Waiblingen,264,6,2953481
,30813,Mönchengladbach,109,6,2861876
,30839,Lahn-Dill,173,6,2905330
,30820,Bad Kissingen,248,6,2951839
,30822,Hannover-Land I,44,6,2862926
,30819,Berlin-Lichtenberg,86,6,2950157
,30842,Goslar - Northeim - Osterode,53,6,2862926
,30823,Altötting,215,6,2951839
,30821,Hannover-Land I,43,6,2862926
,30824,Altötting,214,6,2951839
,30826,Altötting,212,6,2951839
,30827,Berlin-Charlottenburg - Wilmersdorf,81,6,2950157
,30825,Altötting,213,6,2951839
,30829,Roth,246,6,2951839
,30831,Erlangen,242,6,2951839
,30828,Roth,247,6,2951839
,30832,Köln III,96,6,2861876
,30830,Erlangen,243,6,2951839
,30836,Neu-Ulm,255,6,2951839
,30815,Odenwald,188,6,2905330
,30833,Köln III,95,6,2861876
,30834,Kamenz - Hoyerswerda - Großenhain,156,6,2842566
,30818,Berlin-Lichtenberg,87,6,2950157
,30835,Neu-Ulm,256,6,2951839
,30837,Waiblingen,265,6,2953481
,30844,Rosenheim,222,6,2951839
,30847,Weiden,235,6,2951839
,30843,Rosenheim,223,6,2951839
,30848,Mülheim - Essen I,119,6,2861876
,30845,Hanau,181,6,2905330
,30846,Groß-Gerau,185,6,2905330
,30849,Bochum I,141,6,2861876
,30851,Passau,229,6,2951839
,30853,Osnabrück-Land,39,6,2862926
,30850,Bochum I,140,6,2861876
,30889,Duisburg I,116,6,2861876
,30852,Osnabrück-Land,38,6,2862926
,30878,Helmstedt - Wolfsburg,51,6,2862926
,30900,Lippe I,135,6,2861876
,30901,Fulda,175,6,2905330
,30864,Bamberg,236,6,2951839
,30884,Paderborn,138,6,2861876
,30865,Steinfurt I - Borken I,125,6,2861876
,30904,Salzgitter – Wolfenbüttel,49,6,2862926
,30860,Viersen,111,6,2861876
,30861,Stadt Osnabrück,39,6,2862926
,30866,Steinfurt I - Borken I,124,6,2861876
,30862,Odenwald - Tauber,277,6,2953481
,30863,Bamberg,237,6,2951839
,30867,Steinfurt I – Borken I,124,6,2861876
,30869,Schwäbisch Hall - Hohenlohe,268,6,2953481
,30870,Schwäbisch Hall-Hohenlohe,268,6,2953481
,30868,Schwäbisch Hall - Hohenlohe,269,6,2953481
,30871,Schwäbisch Hall – Hohenlohe,268,6,2953481
,30872,Segeberg - Stormarn-Mitte,8,6,2838632
,30873,Segeberg – Stormarn-Mitte,8,6,2838632
,30875,Erfurt - Weimar - Weimarer Land II,193,6,2822542
,30876,Erfurt-Weimar-Weimarer Land II,193,6,2822542
,30874,Mettmann I,104,6,2861876
,30877,Erfurt – Weimar – Weimarer Land II,193,6,2822542
,30880,Greiz - Altenburger Land,195,6,2822542
,30881,Greiz-Altenburger Land,195,6,2822542
,30717,Köln II,95,6,2861876
,30882,Gera – Greiz – Altenburger Land,194,6,2822542
,30886,Chemnitzer Umland - Erzgebirgskreis II,164,6,2842566
,30814,Wesel I,114,6,2861876
,30887,Chemnitzer Umland - Erzgebirgskreis II,163,6,2842566
,30885,Chemnitzer Land - Stollberg,165,6,2842566
,30888,Chemnitzer Umland – Erzgebirgskreis II,163,6,2842566
,30890,Karlsruhe-Stadt,271,6,2953481
,30891,Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II,62,6,2945356
,30892,Wuppertal I,103,6,2861876
,30895,Aachen II,88,6,2861876
,30898,Zollernalb-Sigmaringen,295,6,2953481
,30784,Mansfeld,74,6,2842565
,30899,Zollernalb – Sigmaringen,295,6,2953481
,30897,Hamburg-Eimsbüttel,20,6,2911297
,30893,Wuppertal I,102,6,2861876
,30905,Cloppenburg - Vechta,32,6,2862926
,30883,Frankfurt (Oder) - Oder-Spree,63,6,2945356
,30902,Fulda,174,6,2905330
,30906,Konstanz,287,6,2953481
,30908,Amberg,232,6,2951839
,30909,Uckermark – Barnim I,57,6,2945356
,30910,Anhalt,72,6,2842565
,30911,Altmark,67,6,2842565
,30913,Leverkusen - Köln IV,101,6,2861876
,30912,Dresden I,159,6,2842566
,30914,Leverkusen – Köln IV,101,6,2861876
,30915,Erding - Ebersberg,215,6,2951839
,30916,Erding - Ebersberg,214,6,2951839
,30917,Würzburg,251,6,2951839
,30731,Halle,72,6,2842565
,30855,Soest,146,6,2861876
,30994,Helmstedt - Wolfsburg,52,6,2862926
,30919,Cottbus - Spree-Neiße,65,6,2945356
,30920,Göttingen,54,6,2862926
,30921,Celle - Uelzen,45,6,2862926
,30922,Celle – Uelzen,44,6,2862926
,30924,Mecklenburgische Seenplatte II – Landkreis Rostock III,17,6,2872567
,30927,Coesfeld - Steinfurt II,127,6,2861876
,30996,Gera - Jena - Saale-Holzland-Kreis,194,6,2822542
,30929,Berlin-Spandau - Charlottenburg Nord,78,6,2950157
,30925,Borken II,126,6,2861876
,30965,Delmenhorst - Wesermarsch - Oldenburg-Land,28,6,2862926
,30840,Lahn-Dill,172,6,2905330
,30928,Recklinghausen I,121,6,2861876
,30918,Hannover-Land II,48,6,2862926
,30934,Eisenach-Wartburgkreis-Unstrut-Hainich-Kreis II,190,6,2822542
,30931,Rhein-Sieg-Kreis I,97,6,2861876
,30966,Delmenhorst – Wesermarsch – Oldenburg-Land,28,6,2862926
,30950,Schwalm-Eder,171,6,2905330
,30935,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,190,6,2822542
,30939,Börde - Jerichower Land,68,6,2842565
,30940,Börde - Jerichower Land,67,6,2842565
,30936,Berlin-Mitte,75,6,2950157
,30952,Nürnberg-Süd,245,6,2951839
,30938,Duisburg I,115,6,2861876
,30941,Börde – Jerichower Land,67,6,2842565
,30943,Ludwigsburg,265,6,2953481
,30944,Herzogtum Lauenburg – Stormarn-Süd,10,6,2838632
,30942,Mettmann II,105,6,2861876
,30946,Ingolstadt,216,6,2951839
,30947,Harz,69,6,2842565
,30945,Ingolstadt,217,6,2951839
,30993,Leipzig I,152,6,2842566
,30948,Gütersloh I,131,6,2861876
,30954,Ostholstein – Stormarn-Nord,9,6,2838632
,30951,Schwalm-Eder,170,6,2905330
,30956,Südpfalz,211,6,2847618
,30957,Bottrop - Recklinghausen III,125,6,2861876
,30955,Südpfalz,212,6,2847618
,30958,Bottrop – Recklinghausen III,125,6,2861876
,30959,Odenwald - Tauber,276,6,2953481
,30960,Odenwald-Tauber,276,6,2953481
,30961,Odenwald – Tauber,276,6,2953481
,30962,Kassel,169,6,2905330
,30930,Berlin-Steglitz-Zehlendorf,79,6,2950157
,30933,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II,190,6,2822542
,30964,Recklinghausen II,122,6,2861876
,30968,München-Land,221,6,2951839
,30969,Rhein-Neckar,277,6,2953481
,30967,München-Land,222,6,2951839
,30971,Solingen – Remscheid – Wuppertal II,103,6,2861876
,30972,Olpe - Märkischer Kreis I,149,6,2861876
,30973,Olpe – Märkischer Kreis I,149,6,2861876
,30975,Ahrweiler,198,6,2847618
,30976,Magdeburg,70,6,2842565
,30974,Ahrweiler,199,6,2847618
,30977,Chemnitz,163,6,2842566
,30980,Krefeld I - Neuss II,110,6,2861876
,30981,Krefeld I – Neuss II,110,6,2861876
,30978,Chemnitz,162,6,2842566
,30979,Aachen I,87,6,2861876
,30982,Schwandorf,234,6,2951839
,30985,Stuttgart I,258,6,2953481
,30986,Aalen - Heidenheim,270,6,2953481
,30983,Düsseldorf I,106,6,2861876
,30984,Unna I,144,6,2861876
,30987,Aalen-Heidenheim,270,6,2953481
,30988,Aalen – Heidenheim,270,6,2953481
,30990,Diepholz - Nienburg I,33,6,2862926
,30991,Diepholz – Nienburg I,33,6,2862926
,30989,Siegen-Wittgenstein,148,6,2861876
,30992,Mansfeld,75,6,2842565
,30932,Darmstadt,186,6,2905330
,30949,Leipzig II,153,6,2842566
,30998,Mecklenburgische Seenplatte I - Vorpommern-Greifswald II,16,6,2872567
,30999,Paderborn - Gütersloh III,137,6,2861876
,30997,Berlin-Pankow,76,6,2950157
,31000,Paderborn – Gütersloh III,137,6,2861876
,31002,Stuttgart II,259,6,2953481
,31004,Meißen,156,6,2842566
,31001,Berlin-Tempelhof-Schöneberg,81,6,2950157
,31006,Osterholz - Verden,35,6,2862926
,31007,Osterholz - Verden,34,6,2862926
,31003,Meißen,155,6,2842566
,31008,Osterholz – Verden,34,6,2862926
,31009,Waldeck,168,6,2905330
,31010,Stadt Osnabrück,40,6,2862926
,31011,Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I,12,6,2872567
,31012,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,12,6,2872567
,31013,St. Wendel,298,6,2842635
,31014,Frankfurt (Oder) - Oder-Spree,64,6,2945356
,31016,Suhl - Schmalkalden-Meiningen - Hildburghausen,197,6,2822542
,31017,Lüchow-Dannenberg - Lüneburg,38,6,2862926
,31015,Hamburg-Wandsbek,22,6,2911297
,31018,Lüchow-Dannenberg – Lüneburg,37,6,2862926
,31019,Wetterau,177,6,2905330
,31020,Bodensee,293,6,2953481
,31021,Biberach,292,6,2953481
,31023,Neuwied,197,6,2847618
,31024,Gotha - Ilm-Kreis,192,6,2822542
,31022,Neuwied,198,6,2847618
,31025,Gotha-Ilm-Kreis,192,6,2822542
,31026,Gotha – Ilm-Kreis,192,6,2822542
,31028,Bitburg,202,6,2847618
,31029,Lörrach - Müllheim,282,6,2953481
,31027,Bitburg,203,6,2847618
,31030,Lörrach-Müllheim,282,6,2953481
,31032,Herford - Minden-Lübbecke II,133,6,2861876
,31033,Herford – Minden-Lübbecke II,133,6,2861876
,31034,Euskirchen - Rhein-Erft-Kreis II,92,6,2861876
,30926,Ulm,291,6,2953481
,30963,Kassel,168,6,2905330
,31038,Bremen I,55,6,2944387
,31090,Worms,206,6,2847618
,31039,Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis,196,6,2822542
,31036,Warendorf,130,6,2861876
,31037,Hochsauerlandkreis,147,6,2861876
,31091,Herne - Bochum II,141,6,2861876
,31040,Sonneberg-Saalfeld-Rudolstadt-Saale-Orla-Kreis,196,6,2822542
,31042,Brandenb Havel-Potsd-MittelmarkI-HavellandIII-Teltow-FlämiI,61,6,2945356
,31043,Brandenb Havel-Potsd-MittelmarkI-HavellandIII-Teltow-FläminI,60,6,2945356
,31041,Berlin-Reinickendorf,77,6,2950157
,31044,Burgenland - Saalekreis,74,6,2842565
,31045,Burgenland - Saalekreis,73,6,2842565
,31046,Burgenland – Saalekreis,73,6,2842565
,31047,Ostallgäu,257,6,2951839
,31049,Ludwigslust-Parchim II–Nordwestmecklenbg II–Landkr. RostockI,13,6,2872567
,31050,Uckermark - Barnim I,58,6,2945356
,31051,Stadt Hannover I,42,6,2862926
,31052,Hanau,180,6,2905330
,31053,Main-Kinzig - Wetterau II - Schotten,175,6,2905330
,31054,Main-Kinzig – Wetterau II – Schotten,175,6,2905330
,31057,Prignitz - Ostprignitz-Ruppin - Havelland I,57,6,2945356
,31058,Frankfurt am Main I,182,6,2905330
,31055,Wesel I,113,6,2861876
,31143,Trier,203,6,2847618
,31060,Nienburg II – Schaumburg,40,6,2862926
,31062,Oberhavel – Havelland II,58,6,2945356
,31059,Hamburg-Altona,19,6,2911297
,31064,Mainz,205,6,2847618
,31061,Münster,129,6,2861876
,31066,Stade I - Rotenburg II,30,6,2862926
,31063,Berlin-Neukölln,82,6,2950157
,31067,Stade I – Rotenburg II,30,6,2862926
,31065,Berlin-Charlottenburg-Wilmersdorf,80,6,2950157
,31068,Höxter - Lippe II,136,6,2861876
,31069,Höxter – Lippe II,136,6,2861876
,31070,Hamburg-Bergedorf - Harburg,23,6,2911297
,31071,Hamburg-Bergedorf – Harburg,23,6,2911297
,31073,Suhl-Schmalkalden-Meiningen-Hildburghausen,197,6,2822542
,31076,Steinburg – Dithmarschen Süd,3,6,2838632
,31072,Essen III,120,6,2861876
,31078,Freising,214,6,2951839
,31075,Essen II,119,6,2861876
,31079,Bielefeld - Gütersloh II,132,6,2861876
,31077,Köln II,94,6,2861876
,31083,Mülheim - Essen I,118,6,2861876
,31084,Mülheim – Essen I,118,6,2861876
,31080,Ennepe-Ruhr-Kreis II,139,6,2861876
,31086,Goslar – Northeim – Osterode,52,6,2862926
,31081,Steinfurt III,128,6,2861876
,31082,Rhein-Erft-Kreis I,91,6,2861876
,31087,Erding-Ebersberg,214,6,2951839
,31085,Zwickau,165,6,2842566
,31088,Erding – Ebersberg,213,6,2951839
,30937,Regensburg,233,6,2951839
,31089,Kreuznach,201,6,2847618
,31092,Herne – Bochum II,141,6,2861876
,31093,Montabaur,204,6,2847618
,31097,Frankfurt (Oder) – Oder-Spree,63,6,2945356
,31099,Krefeld II – Wesel II,114,6,2861876
,31094,Heinsberg,89,6,2861876
,31095,Duisburg II,116,6,2861876
,31100,Bad Tölz-Wolfratshausen – Miesbach,223,6,2951839
,31096,Düsseldorf II,107,6,2861876
,31098,Dortmund II,143,6,2861876
,31101,Oldenburg - Ammerland,27,6,2862926
,31102,Oldenburg – Ammerland,27,6,2862926
,31103,Aurich - Emden,24,6,2862926
,31104,Aurich – Emden,24,6,2862926
,31106,Cottbus – Spree-Neiße,64,6,2945356
,31107,München-Ost,218,6,2951839
,31109,Rostock - Landkreis Rostock II,14,6,2872567
,31110,Rostock – Landkreis Rostock II,14,6,2872567
,31108,Mittelems,31,6,2862926
,31111,Prignitz – Ostprignitz-Ruppin – Havelland I,56,6,2945356
,31112,Neustadt – Speyer,208,6,2847618
,31113,Hamm - Unna II,145,6,2861876
,31114,Hamm – Unna II,145,6,2861876
,31127,Bielefeld – Gütersloh II,132,6,2861876
,31128,Coesfeld – Steinfurt II,127,6,2861876
,31115,Wetterau I,177,6,2905330
,31118,Oberhausen – Wesel III,117,6,2861876
,31129,Ludwigshafen/Frankenthal,207,6,2847618
,31119,Gera-Jena-Saale-Holzland-Kreis,194,6,2822542
,31120,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,195,6,2822542
,31122,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II ,16,6,2872567
,31123,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,83,6,2950157
,31121,Nordsachsen,151,6,2842566
,31124,Plön – Neumünster,6,6,2838632
,31125,Cloppenburg – Vechta,32,6,2862926
,31126,Nordfriesland – Dithmarschen Nord,2,6,2838632
,31116,Waldeck,167,6,2905330
,31117,Oberhausen - Wesel III,117,6,2861876
,31130,Starnberg – Landsberg am Lech,224,6,2951839
,31131,München-Süd,219,6,2951839
,31132,München-Nord,217,6,2951839
,31133,Helmstedt – Wolfsburg,51,6,2862926
,31134,Friesland – Wilhelmshaven – Wittmund,26,6,2862926
,31135,Dessau – Wittenberg,70,6,2842565
,31136,Flensburg – Schleswig,1,6,2838632
,31137,Koblenz,199,6,2847618
,31138,München-West/Mitte,220,6,2951839
,31139,Bremen II – Bremerhaven,55,6,2944387
,31140,Hameln-Pyrmont – Holzminden,46,6,2862926
,31056,Offenbach,185,6,2905330
,31142,Fürstenfeldbruck,215,6,2951839
,31035,Euskirchen – Rhein-Erft-Kreis II,92,6,2861876
,29536,,5,6,2905330
,29573,Soltau-Fallingbostel - Rotenburg II,30,6,2862926
,29503,Greifswald - Demmin - Ostvorpommern,16,6,2872567
,29581,Euskirchen - Erftkreis II,93,6,2861876
,29550,,3,6,2951839
,29529,Stadt Hannover I,41,6,2862926
,31144,BRB a.d.Havel– Potsdam-MittelmarkI –HVL III–Teltow-Fläming I,60,6,2945356
,29556,,2,6,2944387
,29558,,146,6,2905330
,29560,,14,6,2862926
,29539,,50,6,2862926
,29579,,196,6,2951839
,29580,Euskirchen-Erftkreis II,58,6,2861876
,29582,,30,6,2951839
,29588,Böblingen,164,6,2953481
,29525,,238,6,2951839
,29557,,58,6,2944387
,29512,,81,6,2861876
,29552,Steinburg-Dithmarschen-Süd,3,6,2838632
,29510,,199,6,2953481
,29554,,53,6,2861876
,29574,,26,6,2862926
,29578,,230,6,2951839
,29520,,85,6,2861876
,29511,,83,6,2861876
,29577,,106,6,2861876
,29562,,181,6,2953481
,29543,,180,6,2953481
,29546,,100,6,2861876
,29549,Soest,118,6,2861876
,29514,,42,6,2862926
,29501,,268,6,2872567
,29532,,111,6,2861876
,29502,Greifswald-Wolgast-Demmin,268,6,2872567
,29506,,10,6,2861876
,29518,,9,6,2861876
,29523,,14,6,2905330
,29528,Stadt Hannover I,36,6,2862926
,29533,,18,6,2951839
,29534,,12,6,2905330
,29505,,165,6,2953481
,29589,,7,6,2953481
,29522,,239,6,2951839
,29601,Essen III,90,6,2861876
,29669,Flensburg - Schleswig,1,6,2838632
,29638,,14,6,2911297
,29575,,10,6,2838632
,29618,,108,6,2861876
,29640,,72,6,2861876
,29538,,28,6,2862926
,29604,,28,6,2951839
,29606,Schwarzwald-Baar,190,6,2953481
,29559,,107,6,2861876
,29623,,209,6,2951839
,29628,,235,6,2951839
,29612,,31,6,2861876
,29614,,18,6,2905330
,29617,,49,6,2861876
,29641,Mettmann I,72,6,2861876
,29665,Unna I,116,6,2861876
,29666,,127,6,2905330
,29668,Verden-Osterholz,29,6,2862926
,29584,,5,6,2953481
,29621,,9,6,2951839
,29627,,186,6,2953481
,29659,,35,6,2862926
,29631,,313,6,2842566
,29632,Meißen-Riesa-Großenhain,313,6,2842566
,29633,"Meißen, Riesa-Großenhain",313,6,2842566
,29635,,16,6,2905330
,29637,,1,6,2911297
,29644,Nürnberg-Süd,231,6,2951839
,29626,,136,6,2905330
,29642,Nürnberg-Süd,246,6,2951839
,29645,,35,6,2861876
,29648,,51,6,2861876
,29603,,116,6,2861876
,29653,Cochem,149,6,2847618
,29654,Mosel/Rhein-Hunsrück,203,6,2847618
,29655,Mosel/Rhein-Hunsrück,202,6,2847618
,29656,Mosel/Rhein-Hunsrück,201,6,2847618
,29657,Mosel/Rhein-Hunsrück,200,6,2847618
,29661,,23,6,2951839
,29663,,46,6,2861876
,29611,,93,6,2861876
,29613,,88,6,2861876
,29630,,179,6,2953481
,29643,,231,6,2951839
,29608,,182,6,2953481
