0,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000
1,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000
2,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000
3,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
4,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580
5,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000
6,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-13.8155105580
7,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000
8,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
9,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
10,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
11,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
12,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
13,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000
14,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-13.8155105580
15,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000
16,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580
17,-13.8155105580,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000
18,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000
19,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580
20,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
21,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
22,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000
23,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-13.8155105580
24,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
25,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
26,-13.8155105580,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580
27,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
28,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
29,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580,-13.8155105580
30,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-13.8155105580
31,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-13.8155105580
