0,-0.0000159203
1,-0.0000159203
2,-0.0000159203
3,-0.0000159203
4,-0.0000159203
5,-0.0250559983
6,-0.0000159203
7,-0.0059574156
8,-0.0000159203
9,-0.0000159203
10,-0.0020361917
11,-0.0003623571
12,-0.0020361917
13,-0.0001981599
14,-0.0000159203
15,-0.0000159203
16,-0.0000895327
17,-0.0011139415
18,-0.0000159203
19,-3.9680186105
20,-0.0000159203
21,-0.0000159203
22,-0.0001981599
23,-0.0000159203
24,-0.0000895327
25,-0.0020361917
26,-0.0020361917
27,-0.0605790047
28,-0.0110432651
29,-3.1961809438
30,-5.6793914523
31,-0.5751532296
32,-0.0605790047
33,-0.5751532296
34,-0.0027396081
35,-2.3535350685
36,-3.1961809438
37,-0.3494676144
38,-0.0335795138
39,-0.0003623571
40,-0.0045013285
41,-0.0000159203
42,-0.0000159203
43,-0.0003623571
44,-0.0000159203
45,-5.6793914523
46,-0.0020361917
47,-0.0250559983
48,-0.0000159203
49,-5.6793914523
50,-0.0027396081
51,-0.0605790047
52,-0.0020361917
53,-3.1961809438
54,-0.0000159203
55,-0.0020361917
56,-0.0250559983
57,-0.5751532296
58,-0.0335795138
59,-0.0000895327
60,-0.0000895327
61,-3.1961809438
62,-5.6793914523
63,-5.6793914523
64,-0.5681464526
65,-0.0330522171
66,-0.0020361917
67,-5.6793914523
68,-3.1961809438
69,-5.6793914523
70,-0.0605790047
71,-5.6793914523
72,-0.0605790047
73,-2.3535350685
74,-2.3535350685
75,-5.6793914523
76,-5.6793914523
77,-2.3535350685
78,-5.6793914523
79,-0.5751532296
80,-5.6793914523
81,-5.6793914523
82,-5.6793914523
83,-5.6793914523
84,-5.6793914523
85,-0.0000159203
86,-5.6793914523
87,-0.0000159203
88,-0.0000159203
89,-0.0000159203
90,-0.0000159203
91,-0.0000159203
92,-0.0003623571
93,-0.0020361917
94,-5.6793914523
95,-0.0605790047
96,-0.5751532296
97,-0.5751532296
98,-5.6793914523
99,-0.0003623571
100,-5.6793914523
101,-3.1961809438
102,-5.6793914523
103,-0.5751532296
104,-5.6793914523
105,-0.0001981599
106,-0.0000895327
107,-0.0001981599
108,-0.5681464526
109,-0.0001981599
110,-0.0011139415
111,-0.0000159203
112,-5.6793914523
113,-5.6793914523
114,-0.0000159203
115,-0.0000159203
116,-0.0000159203
117,-0.0000895327
118,-0.5751532296
119,-3.9680186105
120,-0.0020361917
121,-0.0011139415
122,-0.0001981599
123,-0.0250559983
124,-0.0000895327
125,-0.0335795138
126,-0.0011139415
127,-0.0011139415
128,-2.6258920853
129,-0.0335795138
130,-2.6258920853
131,-0.0335795138
132,-0.0335795138
133,-0.0027396081
134,-0.0011139415
135,-0.0011139415
136,-5.6793914523
137,-0.0000895327
138,-0.0020361917
139,-0.0000895327
140,-0.0027396081
141,-5.6793914523
142,-5.6793914523
143,-0.0000895327
144,-0.0020361917
145,-3.1961809438
146,-0.0605790047
147,-5.6793914523
148,-0.0020361917
149,-0.0000159203
150,-0.0020361917
151,-0.0000895327
152,-0.0020361917
153,-0.0250559983
154,-0.0250559983
155,-0.0020361917
156,-2.3535350685
157,-0.0020361917
158,-2.3535350685
159,-0.0003623571
160,-0.5681464526
161,-5.6793914523
162,-0.0011139415
163,-0.0001981599
164,-0.5681464526
165,-0.0000159203
166,-5.6793914523
167,-0.0000159203
168,-0.0000159203
169,-0.0020361917
170,-0.0605790047
171,-0.0000895327
172,-0.0605790047
173,-5.6793914523
174,-0.0003623571
175,-2.3535350685
176,-0.0020361917
177,-0.0605790047
178,-0.0020361917
179,-0.0020361917
180,-0.5681464526
181,-0.0000895327
182,-0.0001981599
183,-0.0003623571
184,-0.0330522171
185,-0.0000895327
186,-0.0003623571
187,-3.1961809438
188,-5.6793914523
189,-5.6793914523
190,-0.0027396081
191,-0.0605790047
192,-0.0605790047
193,-0.0020361917
194,-3.1961809438
195,-3.1961809438
196,-0.0003623571
197,-5.6793914523
198,-0.0000895327
199,-0.0020361917
200,-0.0605790047
201,-3.1961809438
202,-3.1961809438
203,-3.1961809438
204,-5.6793914523
205,-0.0001981599
206,-0.0000159203
207,-0.0011139415
208,-0.0020361917
209,-2.3535350685
210,-2.3535350685
211,-2.3535350685
212,-0.5681464526
213,-2.3535350685
214,-2.3535350685
215,-0.0001981599
216,-3.9680186105
217,-0.0001981599
218,-0.0001981599
219,-0.0060537697
220,-0.0004876769
221,-0.0001981599
222,-0.0000159203
223,-0.0001981599
224,-0.0000159203
225,-5.6793914523
226,-0.0001981599
227,-0.0000159203
228,-0.0003623571
229,-0.0110432651
230,-0.0020361917
231,-0.0335795138
232,-0.0001981599
233,-0.0335795138
234,-0.0110432651
235,-0.0110432651
236,-5.6793914523
237,-2.3535350685
238,-0.0000895327
239,-2.3535350685
240,-0.0020361917
241,-0.0020361917
242,-3.9680186105
243,-3.9680186105
244,-5.6793914523
245,-0.0020361917
246,-0.0000895327
247,-0.0000159203
248,-0.0000895327
249,-0.0000159203
250,-0.0020361917
251,-0.0000895327
252,-0.0330522171
253,-0.5681464526
254,-0.0605790047
255,-5.6793914523
256,-5.6793914523
257,-0.0003623571
258,-3.1961809438
259,-5.6793914523
260,-5.6793914523
261,-5.6793914523
262,-0.0000895327
263,-5.6793914523
264,-0.0020361917
265,-0.0020361917
266,-3.1961809438
267,-1.6424232092
268,-5.6793914523
269,-5.6793914523
270,-5.6793914523
271,-0.0000895327
272,-0.0020361917
273,-0.0605790047
274,-0.0605790047
275,-0.0605790047
276,-0.0027396081
277,-5.6793914523
278,-5.6793914523
279,-5.6793914523
280,-0.0000159203
281,-0.0000159203
282,-0.0000159203
283,-0.0011139415
284,-0.0250559983
285,-5.6793914523
286,-0.0011139415
287,-0.5681464526
288,-0.0020361917
289,-0.0020361917
290,-0.0000895327
291,-0.0020361917
292,-0.0000895327
293,-0.5681464526
294,-0.0605790047
295,-0.0020361917
296,-0.0605790047
297,-0.5681464526
298,-0.0020361917
299,-0.0020361917
300,-0.0020361917
301,-0.0020361917
302,-3.1961809438
303,-5.6793914523
304,-5.6793914523
305,-0.0003623571
306,-0.0003623571
307,-5.6793914523
308,-0.0001981599
309,-2.6258920853
310,-0.0335795138
311,-5.6793914523
312,-5.6793914523
313,-0.0011139415
314,-0.0060537697
315,-3.9680186105
316,-3.9680186105
317,-0.0000159203
318,-0.0000159203
319,-0.0004876769
320,-1.6424232092
321,-5.6793914523
322,-0.0001981599
323,-5.6793914523
324,-0.0020361917
325,-0.0011139415
326,-0.0020361917
327,-5.6793914523
328,-0.5681464526
329,-0.0003623571
330,-5.6793914523
331,-0.0011139415
332,-0.0335795138
333,-0.0000895327
334,-0.0011139415
335,-0.0011139415
336,-0.0003623571
337,-0.0110432651
338,-0.0000159203
339,-0.0000159203
340,-0.0020361917
341,-0.0001981599
342,-5.6793914523
343,-0.0020361917
344,-0.0020361917
345,-3.1961809438
346,-3.1961809438
347,-5.6793914523
348,-5.6793914523
349,-0.0020361917
350,-0.0020361917
351,-0.0020361917
352,-0.0027396081
353,-2.3535350685
354,-5.6793914523
355,-5.6793914523
356,-3.9680186105
357,-0.0000159203
358,-0.0001981599
359,-0.0000895327
360,-5.6793914523
361,-0.0011139415
362,-0.3494676144
363,-2.3535350685
364,-2.3535350685
365,-0.3494676144
366,-0.3494676144
367,-5.6793914523
368,-5.6793914523
369,-0.0000159203
370,-0.0001981599
371,-0.0335795138
372,-0.0335795138
373,-0.0011139415
374,-0.0335795138
375,-0.0000895327
376,-5.6793914523
377,-0.0335795138
378,-0.0001981599
379,-0.0027396081
380,-0.0004876769
381,-0.5751532296
382,-0.0000159203
383,-0.0003623571
384,-5.6793914523
385,-0.0000159203
386,-0.0003623571
387,-0.0020361917
388,-0.0003623571
389,-0.0000159203
390,-0.0000159203
391,-0.0004876769
392,-5.6793914523
393,-5.6793914523
394,-0.0020361917
395,-0.0004876769
396,-0.0000159203
397,-0.0000159203
398,-5.6793914523
399,-0.0003623571
400,-5.6793914523
401,-5.6793914523
402,-5.6793914523
403,-5.6793914523
404,-5.6793914523
405,-5.6793914523
406,-5.6793914523
407,-5.6793914523
408,-5.6793914523
409,-5.6793914523
410,-5.6793914523
411,-5.6793914523
412,-5.6793914523
413,-5.6793914523
414,-5.6793914523
415,-0.0060537697
416,-0.0060537697
417,-5.6793914523
418,-0.0335795138
419,-0.0000159203
420,-0.0003623571
421,-0.0027396081
422,-0.0027396081
423,-5.6793914523
424,-0.0011139415
425,-0.0011139415
426,-0.0011139415
427,-0.0011139415
428,-5.6793914523
429,-0.0000159203
430,-0.0011139415
431,-0.5751532296
432,-0.0335795138
433,-0.0000895327
434,-0.0000159203
435,-0.0605790047
436,-3.9680186105
437,-5.6793914523
438,-0.0020361917
439,-0.0020361917
440,-0.0000895327
441,-0.0004876769
442,-0.0020361917
443,-5.6793914523
444,-0.0605790047
445,-0.0020361917
446,-5.6793914523
447,-5.6793914523
448,-5.6793914523
449,-3.1961809438
450,-0.5681464526
451,-0.0020361917
452,-0.0020361917
453,-2.3535350685
454,-0.0020361917
455,-3.1961809438
456,-3.9680186105
457,-3.9680186105
458,-0.0000895327
459,-0.0045013285
460,-0.0004876769
461,-0.0000895327
462,-0.0000895327
463,-0.0335795138
464,-0.0330522171
465,-0.0001981599
466,-5.6793914523
467,-5.6793914523
468,-0.0335795138
469,-0.0000159203
470,-0.0020361917
471,-0.0110432651
472,-0.0027396081
473,-0.0000159203
474,-0.0000159203
475,-0.0000159203
476,-0.0003623571
477,-0.0020361917
478,-0.0000159203
479,-0.0605790047
480,-0.0000895327
481,-2.3535350685
482,-0.0003623571
483,-0.0605790047
484,-0.0020361917
485,-0.1275334164
486,-0.0250559983
487,-0.0000895327
488,-0.0020361917
489,-5.6793914523
490,-5.6793914523
491,-5.6793914523
492,-0.0020361917
493,-5.6793914523
494,-0.0020361917
495,-5.6793914523
496,-0.5681464526
497,-5.6793914523
498,-5.6793914523
499,-3.1961809438
500,-0.0020361917
501,-0.0000895327
502,-0.0000159203
503,-0.0000159203
504,-0.0605790047
505,-0.0000159203
506,-2.6258920853
507,-0.0000159203
508,-0.0000159203
509,-0.0000159203
510,-3.1961809438
511,-5.6793914523
512,-0.0003623571
513,-1.6424232092
514,-0.0003623571
515,-5.6793914523
516,-0.1275334164
517,-0.0000159203
518,-0.0000159203
519,-2.3535350685
520,-0.5751532296
521,-5.6793914523
522,-5.6793914523
523,-5.6793914523
524,-5.6793914523
525,-5.6793914523
526,-5.6793914523
527,-5.6793914523
528,-5.6793914523
529,-5.6793914523
530,-5.6793914523
531,-2.3535350685
532,-5.6793914523
533,-5.6793914523
534,-2.3535350685
535,-5.6793914523
536,-5.6793914523
537,-5.6793914523
538,-5.6793914523
539,-3.9680186105
540,-0.0000159203
