0,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000,-13.8155105580,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000883818,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0006490607,-2.7563892957,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000
1,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-6.9147814974,-0.0000010000,-13.8155105580,-7.2454214741,-1.1716459972,-0.0000010000,-13.8155105580,-0.0000010000,-6.3560791296,-0.0000010000,-1.8040600263,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000
2,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000058611,-11.1958252055,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-4.9359611195,-0.0000010000,-0.0000010000,-12.3257159212,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-13.8155105580,-9.7868611026,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-7.0821309773,-0.0000010000,-0.0000010000,-0.0000010000,-0.0042904743,-7.2743186604,-0.0000010000,-0.0000010000,-0.0013586652,-0.0000010000,-0.0000010000,-0.0000010000,-8.8865586706,-0.0001708308,-0.0000010000,-5.4589922351,-0.0007282667,-0.0071331454,-4.7361502310
3,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000020233,-0.0000010000,-0.0000010000,-0.0000193944,-0.0000010000,-12.9239922003,-0.0000010000,-5.4493632793,-12.6105633625,-10.2125703059,-10.1839361697,-0.0000010000,-0.0000010000,-5.7118390016,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000883749,-9.5646981554,-9.1680509546,-0.0000010000,-6.6584707084,-0.0000010000,-7.0825868307,-0.0000010000,-7.9948828292,-8.0447418715,-13.8155105580,-7.3013694227,-0.0000010000,-0.8163899353,-13.8155105580,-0.0000010000,-6.3550937876,-0.0000010000,-13.8155105580,-0.0000010000,-4.7906471571,-0.0000010000,-4.7815771507,-0.0424167754,-0.0000010000
4,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000108970,-12.9299075681,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000104938,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-5.1906356183,-13.8155105580,-0.0000010000,-13.8155105580,-9.7858926143,-9.1564321358,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-7.9948287138,-0.0000010000,-7.9691472957,-13.8155105580,-5.0347259916,-0.0000010000,-0.0013542273,-6.5134002951,-3.3778875938,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-5.4877831000,-0.0254299251,-0.1618985801,-0.0000010000
5,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-9.9019859187,-0.0000010000,-12.0919211392,-0.0000010000,-0.0000025602,-13.8155105580,-13.1456413085,-6.3325681509,-7.7984221050,-4.9509091996,-12.7952990328,-3.5169554776,-9.4433985368,-12.3256745600,-6.0023848152,-9.6864200879,-0.0000010000,-12.1826324532,-7.5540507228,-0.0000010000,-9.1678667939,-0.0000010000,-2.4693802042,-0.0000010000,-0.0000010000,-0.0000010000,-7.9948291885,-6.8647711652,-12.1664929296,-7.3014561525,-0.0000010000,-0.5172652087,-0.0013590933,-5.0226469737,-6.2813868578,-0.0000354737,-0.0132864312,-0.0000151522,-6.4024120945,-3.5610312305,-4.9269299704,-13.8155105580,-0.0000010000
6,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000,-11.2692232522,-0.0000010000,-0.0000012643,-3.5986844277,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0081925701,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000883833,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-3.7219269564,-0.0000010000,-0.0000010000,-0.0000010000,-0.0006484472,-13.8155105580,-0.0000010000,-0.0000010000,-0.0151330650,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.2263241769,-0.0000010000,-0.0000010000,-10.2032178432,-5.4548714182,-0.0000026952
7,-13.8155105580,-0.0000010000,-0.0000010000,-0.9549369624,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-10.1858566692,-0.0000536192,-0.0000010000,-13.8155105580,-0.0000010000,-7.5490961088,-0.0011564637,-6.5053422099,-11.4665843874,-0.0000010000,-11.7427067715,-12.3257299799,-0.0000010000,-5.5346536501,-13.8155105580,-0.0000010000,-0.0003992266,-0.0000010000,-9.1689803492,-1.2309610548,-0.0000010000,-0.0000010000,-8.3192288144,-5.3295843450,-7.9949191663,-0.3999358129,-0.0070907904,-0.0000010000,-0.0000010000,-0.0000010000,-0.0015438664,-0.0000010000,-6.3658586659,-0.0000025522,-13.8155105580,-2.4965849152,-6.4215521829,-5.5473446795,-4.9553192145,-0.0061235794,-4.8429008157
8,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-13.8155105580,-0.0000010000,-8.6375939200,-0.0000010000,-0.0000010000,-13.8155105580,-11.7606291863,-11.9415776774,-0.0000010000,-0.0000010000,-7.2170294538,-9.3894092556,-6.5171359467,-7.3341601682,-0.0000010000,-10.6456419014,-0.4117421699,-0.0000010000,-0.0000883749,-9.8093689123,-9.1012331230,-0.0000010000,-0.0000010000,-0.0000010000,-7.0829515987,-0.0002376901,-7.9948309122,-0.0000010000,-0.0006436919,-7.3013441194,-1.1902636573,-8.7971191595,-0.0013569587,-0.0000010000,-0.0000010000,-0.0000010000,-0.0011404740,-6.0736652815,-0.0000010000,-0.0000010000,-4.8907341859,-0.0540410750,-0.7643456493
9,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-13.1438600469,-0.0000010000,-0.0365214736,-9.3297044085,-0.0000010000,-8.4817932525,-6.2846415631,-5.1660327051,-0.0000010000,-3.9886557456,-0.0030920770,-0.0000010000,-0.0000874766,-0.0000010000,-9.1681783115,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0996505113,-0.0000010000,-0.0000010000,-0.0006437639,-7.3001062714,-0.8547620729,-6.6948176564,-0.0013678547,-6.5103492066,-0.0000010000,-5.6304112668,-13.8155105580,-4.5628476461,-0.0000010000,-5.5071828984,-3.2925072464,-0.5193254657,-4.6592475060
